ticket_id,customer_id,route_id,open_date,category,description,sentiment,status,resolution_days,csat_score
TKT001356,CUST0254,R001,2024-11-11,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Resolved,2,5
TKT001357,CUST0265,R001,2025-01-22,Onboard Experience,Seat recline broken. Crew ignored my request.,neutral,Open,,
TKT001358,CUST0230,R001,2024-12-21,Baggage,Still waiting for delayed baggage from 3 days ago.,negative,Resolved,12,5
TKT001359,CUST0163,R006,2024-11-03,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,12,4
TKT001360,CUST0300,R005,2025-01-11,Refund,Voucher reçu au lieu du remboursement promis.,negative,Open,,
TKT001361,CUST0013,R005,2024-12-15,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,14,1
TKT001362,CUST0152,R007,2025-01-18,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Resolved,4,3
TKT001363,CUST0186,R002,2024-10-04,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,11,2
TKT001364,CUST0116,R006,2024-10-29,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,11,5
TKT001365,CUST0272,R006,2024-10-30,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Resolved,2,5
TKT001366,CUST0131,R005,2024-12-07,Onboard Experience,Air conditioning was too cold. No blankets available.,negative,Resolved,13,3
TKT001367,CUST0158,R003,2024-11-22,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,3,5
TKT001368,CUST0186,R005,2024-11-16,Baggage,My suitcase arrived open and items were missing.,negative,Resolved,1,5
TKT001369,CUST0049,R010,2025-01-15,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Resolved,6,5
TKT001370,CUST0135,R004,2024-11-04,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,negative,Resolved,13,3
TKT001371,CUST0082,R005,2024-11-24,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,5,4
TKT001372,CUST0137,R002,2024-10-08,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Resolved,13,5
TKT001373,CUST0118,R005,2024-10-31,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Resolved,5,5
TKT001374,CUST0123,R007,2024-11-28,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,9,5
TKT001375,CUST0016,R006,2024-12-01,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,14,1
TKT001376,CUST0012,R010,2024-10-14,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,negative,Resolved,10,1
TKT001377,CUST0281,R001,2024-11-06,Onboard Experience,Seat recline broken. Crew ignored my request.,negative,Resolved,12,1
TKT001378,CUST0081,R005,2024-11-28,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,1,3
TKT001379,CUST0289,R001,2024-12-30,Refund,Voucher reçu au lieu du remboursement promis.,negative,Open,,
TKT001380,CUST0174,R006,2024-10-30,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,4,3
TKT001381,CUST0050,R007,2024-11-14,Refund,Voucher reçu au lieu du remboursement promis.,negative,Open,,
TKT001382,CUST0225,R012,2024-12-25,Onboard Experience,Air conditioning was too cold. No blankets available.,negative,Resolved,7,5
TKT001383,CUST0029,R009,2024-10-09,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Open,,
TKT001384,CUST0056,R009,2024-11-28,Onboard Experience,Seat recline broken. Crew ignored my request.,neutral,Open,,
TKT001385,CUST0197,R011,2024-10-08,Booking Issue,Impossible de modifier ma réservation en ligne.,neutral,Resolved,6,2
TKT001386,CUST0107,R006,2025-01-07,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,negative,Open,,
TKT001387,CUST0144,R010,2024-12-23,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,13,2
TKT001388,CUST0169,R006,2025-01-22,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Resolved,1,4
TKT001389,CUST0221,R004,2025-01-04,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Resolved,1,1
TKT001390,CUST0058,R010,2024-12-19,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Resolved,13,5
TKT001391,CUST0261,R008,2025-01-22,Baggage,My suitcase arrived open and items were missing.,negative,Resolved,14,4
TKT001392,CUST0028,R006,2025-01-26,Customer Service,Le service clientèle en ligne est inexistant.,negative,Open,,
TKT001393,CUST0051,R005,2024-10-31,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,11,3
TKT001394,CUST0273,R004,2025-01-11,Refund,Voucher reçu au lieu du remboursement promis.,negative,Resolved,12,2
TKT001395,CUST0203,R004,2024-10-29,Customer Service,Twitter team responded but did not resolve the issue.,negative,Open,,
TKT001396,CUST0229,R005,2024-11-30,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,14,1
TKT001397,CUST0022,R010,2024-12-02,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,7,2
TKT001398,CUST0118,R008,2025-02-01,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,negative,Resolved,9,1
TKT001399,CUST0005,R006,2025-01-16,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",negative,Resolved,13,3
TKT001400,CUST0103,R007,2025-01-19,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,6,2
TKT001401,CUST0186,R006,2025-01-12,Booking Issue,"Erreur lors du paiement, deux billets émis.",neutral,Resolved,14,2
TKT001402,CUST0038,R006,2024-11-09,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Open,,
TKT001403,CUST0207,R010,2024-11-26,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Resolved,2,3
TKT001404,CUST0204,R006,2024-10-13,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Resolved,8,2
TKT001405,CUST0170,R008,2025-01-12,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Open,,
TKT001406,CUST0083,R009,2025-01-13,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,7,3
TKT001407,CUST0023,R009,2025-01-04,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,4,5
TKT001408,CUST0196,R012,2024-11-04,Booking Issue,"Erreur lors du paiement, deux billets émis.",neutral,Resolved,3,2
TKT001409,CUST0260,R011,2025-01-22,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,5,4
TKT001410,CUST0060,R001,2024-10-12,Onboard Experience,Choice of vegetarian meals very limited compared to competitors.,neutral,Open,,
TKT001411,CUST0149,R009,2025-01-17,Customer Service,Twitter team responded but did not resolve the issue.,negative,Resolved,2,5
TKT001412,CUST0154,R008,2025-01-18,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,2,1
TKT001413,CUST0047,R006,2024-10-31,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,8,3
TKT001414,CUST0058,R005,2024-12-03,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,2,5
TKT001415,CUST0039,R007,2024-12-28,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Open,,
TKT001416,CUST0225,R009,2024-12-28,Booking Issue,"Erreur lors du paiement, deux billets émis.",negative,Resolved,13,5
TKT001417,CUST0090,R010,2025-01-03,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Open,,
TKT001418,CUST0024,R005,2024-10-06,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",neutral,Resolved,10,3
TKT001419,CUST0212,R009,2025-01-05,Refund,Requested refund 30 days ago. No update from the airline.,negative,Open,,
TKT001420,CUST0250,R009,2024-11-13,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,8,2
TKT001421,CUST0150,R007,2024-11-05,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Open,,
TKT001422,CUST0144,R001,2024-11-21,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",negative,Open,,
TKT001423,CUST0068,R005,2024-12-18,Onboard Experience,Seat recline broken. Crew ignored my request.,negative,Resolved,5,5
TKT001424,CUST0218,R005,2025-01-17,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Open,,
TKT001425,CUST0055,R004,2024-10-06,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,12,2
TKT001426,CUST0177,R011,2024-12-25,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Open,,
TKT001427,CUST0200,R005,2024-11-25,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,14,4
TKT001428,CUST0156,R006,2025-01-29,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Resolved,9,2
TKT001429,CUST0257,R001,2024-11-07,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Resolved,7,3
TKT001430,CUST0160,R006,2025-01-11,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,11,2
TKT001431,CUST0191,R008,2024-11-16,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Resolved,13,5
TKT001432,CUST0131,R001,2025-01-29,Customer Service,No response to my email sent 2 weeks ago.,negative,Open,,
TKT001433,CUST0240,R012,2025-01-15,Onboard Experience,Air conditioning was too cold. No blankets available.,neutral,Resolved,14,4
TKT001434,CUST0280,R006,2024-12-11,Booking Issue,Double-charged for seat selection. Please refund.,neutral,Open,,
TKT001435,CUST0056,R006,2024-10-15,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,12,1
TKT001436,CUST0257,R009,2025-01-16,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",neutral,Resolved,7,3
TKT001437,CUST0107,R002,2025-01-29,Refund,Requested refund 30 days ago. No update from the airline.,negative,Open,,
TKT001438,CUST0195,R008,2025-01-07,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",neutral,Resolved,13,5
TKT001439,CUST0047,R009,2024-11-13,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Open,,
TKT001440,CUST0291,R011,2025-01-04,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,4,2
TKT001441,CUST0093,R001,2024-10-29,Onboard Experience,Air conditioning was too cold. No blankets available.,negative,Resolved,2,2
TKT001442,CUST0293,R001,2024-10-05,Baggage,My suitcase arrived open and items were missing.,negative,Resolved,9,1
TKT001443,CUST0228,R008,2024-11-19,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Resolved,5,3
TKT001444,CUST0055,R005,2024-11-03,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,5,3
TKT001445,CUST0287,R012,2024-12-19,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,3,4
TKT001446,CUST0214,R011,2024-11-16,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",negative,Open,,
TKT001447,CUST0042,R005,2024-10-06,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Resolved,2,4
TKT001448,CUST0172,R012,2024-10-06,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Open,,
TKT001449,CUST0213,R009,2024-10-24,Booking Issue,Application mobile bloque à l'étape de paiement.,neutral,Resolved,3,4
TKT001450,CUST0082,R006,2024-10-23,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Resolved,11,4
TKT001451,CUST0112,R005,2025-01-18,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,13,4
TKT001452,CUST0110,R012,2024-12-06,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,12,1
TKT001453,CUST0152,R009,2024-10-21,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Resolved,11,3
TKT001454,CUST0144,R006,2024-10-10,Booking Issue,Application mobile bloque à l'étape de paiement.,neutral,Resolved,3,1
TKT001455,CUST0107,R001,2024-12-14,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,8,2
TKT001456,CUST0046,R004,2024-10-22,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,2,3
TKT001457,CUST0287,R005,2024-12-29,Onboard Experience,Repas de très mauvaise qualité sur le vol ABJ-CDG.,neutral,Resolved,13,2
TKT001458,CUST0104,R011,2025-01-15,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,neutral,Resolved,5,2
TKT001459,CUST0121,R009,2024-11-26,Booking Issue,Upgrade not applied despite payment confirmation.,negative,Resolved,14,4
TKT001460,CUST0299,R004,2024-10-09,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,negative,Resolved,1,1
TKT001461,CUST0291,R007,2024-11-15,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",negative,Resolved,12,2
TKT001462,CUST0235,R001,2024-11-28,Onboard Experience,Air conditioning was too cold. No blankets available.,negative,Resolved,4,5
TKT001463,CUST0024,R006,2024-11-17,Customer Service,Twitter team responded but did not resolve the issue.,negative,Resolved,10,5
TKT001464,CUST0012,R010,2024-11-26,Baggage,Still waiting for delayed baggage from 3 days ago.,negative,Resolved,3,5
TKT001465,CUST0158,R001,2024-12-14,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Resolved,5,4
TKT001466,CUST0156,R010,2025-01-27,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,13,5
TKT001467,CUST0290,R007,2024-11-15,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Open,,
TKT001468,CUST0108,R009,2025-01-05,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Open,,
TKT001469,CUST0007,R003,2024-10-13,Booking Issue,Upgrade not applied despite payment confirmation.,neutral,Resolved,13,3
TKT001470,CUST0185,R005,2024-11-02,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,3,5
TKT001471,CUST0290,R004,2024-12-03,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Open,,
TKT001472,CUST0114,R001,2024-10-20,Customer Service,Twitter team responded but did not resolve the issue.,negative,Resolved,7,4
TKT001473,CUST0253,R001,2024-11-24,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Resolved,9,4
TKT001474,CUST0061,R010,2024-12-18,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Resolved,6,5
TKT001475,CUST0082,R008,2025-01-27,Onboard Experience,Seat recline broken. Crew ignored my request.,neutral,Open,,
TKT001476,CUST0157,R009,2024-11-04,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,1,4
TKT001477,CUST0105,R011,2024-12-30,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,7,4
TKT001478,CUST0255,R011,2024-12-21,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,5,3
TKT001479,CUST0299,R009,2024-12-16,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Resolved,10,4
TKT001480,CUST0047,R005,2024-10-14,Baggage,My suitcase arrived open and items were missing.,negative,Resolved,6,3
TKT001481,CUST0216,R008,2025-01-30,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,10,4
TKT001482,CUST0240,R004,2024-12-30,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Open,,
TKT001483,CUST0270,R007,2024-11-27,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,neutral,Resolved,13,1
TKT001484,CUST0252,R009,2024-11-15,Refund,Voucher reçu au lieu du remboursement promis.,negative,Open,,
TKT001485,CUST0283,R007,2025-01-10,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Resolved,11,4
TKT001486,CUST0190,R005,2024-12-10,Baggage,Still waiting for delayed baggage from 3 days ago.,negative,Resolved,4,1
TKT001487,CUST0007,R011,2025-01-06,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,3,1
TKT001488,CUST0039,R010,2024-10-14,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Resolved,6,5
TKT001489,CUST0101,R006,2024-10-22,Refund,Requested refund 30 days ago. No update from the airline.,negative,Open,,
TKT001490,CUST0298,R004,2024-11-12,Customer Service,Twitter team responded but did not resolve the issue.,negative,Resolved,10,2
TKT001491,CUST0061,R006,2024-12-23,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,5,4
TKT001492,CUST0092,R008,2024-10-08,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Resolved,13,2
